SessionInfo_file,Module,Record_type,Release_priority,Related_public_script_or_runner,Run_date,R_version,Platform,Running_under,Time_zone,GitHub_path,Purpose,Notes
sessionInfo_11_CosMx_full_sequential_reproduction.txt,CosMx spatial analysis,MODULE_RUNNER,PRIMARY,11_CosMx/run_11_CosMx_full_sequential_reproduction.R,2026/9/10,4.5.2 (2025-10-31 ucrt),x86_64-w64-mingw32/x64,Windows 11 x64 (build 26200),Asia/Shanghai,release_metadata/sessionInfo/sessionInfo_11_CosMx_full_sequential_reproduction.txt,Module-level environment record for the final sequential reproduction of CosMx spatial analysis.,
sessionInfo_12_Primary_Visium_full_sequential_reproduction.txt,Primary Visium analysis,MODULE_RUNNER,PRIMARY,run_12_Primary_Visium_full_sequential_reproduction.R,2026/9/10,4.5.2 (2025-10-31 ucrt),x86_64-w64-mingw32/x64,Windows 11 x64 (build 26200),Asia/Shanghai,release_metadata/sessionInfo/sessionInfo_12_Primary_Visium_full_sequential_reproduction.txt,Module-level environment record for the final sequential reproduction of Primary Visium analysis.,
Step11A_spatial_build_and_state_scoring_sessionInfo.txt,Primary Visium analysis,ANALYSIS_SCRIPT,SUPPORTING,01_Visium_build_object_and_state_scoring.R,2026/9/10,4.5.2 (2025-10-31 ucrt),x86_64-w64-mingw32/x64,Windows 11 x64 (build 26200),Asia/Shanghai,release_metadata/sessionInfo/Step11A_spatial_build_and_state_scoring_sessionInfo.txt,Environment record for the final clean-run analysis script: 01_Visium_build_object_and_state_scoring.R.,Historical Step11A naming maps to the current public Primary Visium script 01.
sessionInfo_11_spatial_QC_Moran_colocalization.txt,Primary Visium analysis,ANALYSIS_SCRIPT,SUPPORTING,02_Visium_spatial_QC_Moran_colocalization.R,2026/9/10,4.5.2 (2025-10-31 ucrt),x86_64-w64-mingw32/x64,Windows 11 x64 (build 26200),Asia/Shanghai,release_metadata/sessionInfo/sessionInfo_11_spatial_QC_Moran_colocalization.txt,Environment record for the final clean-run analysis script: 02_Visium_spatial_QC_Moran_colocalization.R.,Historical session label 11 maps to current public Primary Visium script 02.
sessionInfo_18D_threshold_independent_spatial_covariation.txt,Primary Visium analysis,ANALYSIS_SCRIPT,SUPPORTING,04_Visium_threshold_independent_covariation.R,2026/9/10,4.5.2 (2025-10-31 ucrt),x86_64-w64-mingw32/x64,Windows 11 x64 (build 26200),Asia/Shanghai,release_metadata/sessionInfo/sessionInfo_18D_threshold_independent_spatial_covariation.txt,Environment record for the final clean-run analysis script: 04_Visium_threshold_independent_covariation.R.,Historical 18D naming maps to current public Primary Visium script 04.
sessionInfo_18E_Visium_composition_aware_spatial_analysis_revision.txt,Primary Visium analysis,ANALYSIS_SCRIPT,SUPPORTING,05_Visium_composition_aware_analysis.R,2026/9/10,4.5.2 (2025-10-31 ucrt),x86_64-w64-mingw32/x64,Windows 11 x64 (build 26200),Asia/Shanghai,release_metadata/sessionInfo/sessionInfo_18E_Visium_composition_aware_spatial_analysis_revision.txt,Environment record for the final clean-run analysis script: 05_Visium_composition_aware_analysis.R.,Historical 18E naming maps to current public Primary Visium script 05.
sessionInfo_18F_humoral_TLS_like_spatial_interpretation_revision.txt,Primary Visium analysis,ANALYSIS_SCRIPT,SUPPORTING,06_Visium_humoral_TLS_context.R,2026/9/10,4.5.2 (2025-10-31 ucrt),x86_64-w64-mingw32/x64,Windows 11 x64 (build 26200),Asia/Shanghai,release_metadata/sessionInfo/sessionInfo_18F_humoral_TLS_like_spatial_interpretation_revision.txt,Environment record for the final clean-run analysis script: 06_Visium_humoral_TLS_context.R.,Historical 18F naming maps to current public Primary Visium script 06.
sessionInfo_13_IF_mIF_full_sequential_reproduction.txt,IF/mIF validation,MODULE_RUNNER,PRIMARY,00_RUN_IF_mIF_SEQUENTIAL.R,2026/9/10,4.5.2 (2025-10-31 ucrt),x86_64-w64-mingw32/x64,Windows 11 x64 (build 26200),Asia/Shanghai,release_metadata/sessionInfo/sessionInfo_13_IF_mIF_full_sequential_reproduction.txt,Module-level environment record for the final sequential reproduction of IF/mIF validation.,
sessionInfo_14_CellChat_LR_full_sequential_reproduction.txt,CellChat/LR analysis,MODULE_RUNNER,PRIMARY,00_RUN_CellChat_LR_SEQUENTIAL.R,2026/9/10,4.5.2 (2025-10-31 ucrt),x86_64-w64-mingw32/x64,Windows 11 x64 (build 26200),Asia/Shanghai,release_metadata/sessionInfo/sessionInfo_14_CellChat_LR_full_sequential_reproduction.txt,Module-level environment record for the final sequential reproduction of CellChat/LR analysis.,
sessionInfo_15_Runner_Sequential.txt,Additional robustness,MODULE_RUNNER,PRIMARY,run_15_Additional_robustness_full_sequential.R,2026/9/10,4.5.2 (2025-10-31 ucrt),x86_64-w64-mingw32/x64,Windows 11 x64 (build 26200),Asia/Shanghai,release_metadata/sessionInfo/sessionInfo_15_Runner_Sequential.txt,Module-level environment record for the final sequential reproduction of Additional robustness.,
sessionInfo_15_01_GSE244983_patient_level_summary.txt,Additional robustness,ANALYSIS_SCRIPT,SUPPORTING,01_GSE244983_patient_level_summary.R,2026/9/10,4.5.2 (2025-10-31 ucrt),x86_64-w64-mingw32/x64,Windows 11 x64 (build 26200),Asia/Shanghai,release_metadata/sessionInfo/sessionInfo_15_01_GSE244983_patient_level_summary.txt,Environment record for the final clean-run analysis script: 01_GSE244983_patient_level_summary.R.,
sessionInfo_15_02_ICB_cross_cohort_comparability.txt,Additional robustness,ANALYSIS_SCRIPT,SUPPORTING,02_ICB_cross_cohort_comparability.R,2026/9/10,4.5.2 (2025-10-31 ucrt),x86_64-w64-mingw32/x64,Windows 11 x64 (build 26200),Asia/Shanghai,release_metadata/sessionInfo/sessionInfo_15_02_ICB_cross_cohort_comparability.txt,Environment record for the final clean-run analysis script: 02_ICB_cross_cohort_comparability.R.,
sessionInfo_ICBcomb_Runner.txt,ICBcomb analysis,MODULE_RUNNER,PRIMARY,run_ICBcomb_full_sequential.R,2026/9/11,4.5.2 (2025-10-31 ucrt),x86_64-w64-mingw32/x64,Windows 11 x64 (build 26200),Asia/Shanghai,release_metadata/sessionInfo/sessionInfo_ICBcomb_Runner.txt,Module-level environment record for the final sequential reproduction of ICBcomb analysis.,
sessionInfo_Figure_Runner_Global.txt,Figure generation,GLOBAL_RUNNER,PRIMARY,run_all_figures_sequential.R,2026/9/11,4.5.2 (2025-10-31 ucrt),x86_64-w64-mingw32/x64,Windows 11 x64 (build 26200),Asia/Shanghai,release_metadata/sessionInfo/sessionInfo_Figure_Runner_Global.txt,Global environment record for the final clean-session sequential generation of all main and supplementary figures.,
sessionInfo_Figure_2.txt,Figure generation,FIGURE_SCRIPT,SUPPLEMENTARY,Figure_2.R,2026/9/11,4.5.2 (2025-10-31 ucrt),x86_64-w64-mingw32/x64,Windows 11 x64 (build 26200),Asia/Shanghai,release_metadata/sessionInfo/sessionInfo_Figure_2.txt,Per-script environment snapshot for final figure generation: Figure_2.R.,Supporting per-figure environment snapshot; global figure-runner sessionInfo is the primary figure-generation environment record.
sessionInfo_Figure_3.txt,Figure generation,FIGURE_SCRIPT,SUPPLEMENTARY,Figure_3.R,2026/9/11,4.5.2 (2025-10-31 ucrt),x86_64-w64-mingw32/x64,Windows 11 x64 (build 26200),Asia/Shanghai,release_metadata/sessionInfo/sessionInfo_Figure_3.txt,Per-script environment snapshot for final figure generation: Figure_3.R.,Supporting per-figure environment snapshot; global figure-runner sessionInfo is the primary figure-generation environment record.
sessionInfo_Figure_4.txt,Figure generation,FIGURE_SCRIPT,SUPPLEMENTARY,Figure_4.R,2026/9/11,4.5.2 (2025-10-31 ucrt),x86_64-w64-mingw32/x64,Windows 11 x64 (build 26200),Asia/Shanghai,release_metadata/sessionInfo/sessionInfo_Figure_4.txt,Per-script environment snapshot for final figure generation: Figure_4.R.,Supporting per-figure environment snapshot; global figure-runner sessionInfo is the primary figure-generation environment record.
sessionInfo_Figure_5.txt,Figure generation,FIGURE_SCRIPT,SUPPLEMENTARY,Figure_5.R,2026/9/11,4.5.2 (2025-10-31 ucrt),x86_64-w64-mingw32/x64,Windows 11 x64 (build 26200),Asia/Shanghai,release_metadata/sessionInfo/sessionInfo_Figure_5.txt,Per-script environment snapshot for final figure generation: Figure_5.R.,Supporting per-figure environment snapshot; global figure-runner sessionInfo is the primary figure-generation environment record.
sessionInfo_Figure_6.txt,Figure generation,FIGURE_SCRIPT,SUPPLEMENTARY,Figure_6.R,2026/9/11,4.5.2 (2025-10-31 ucrt),x86_64-w64-mingw32/x64,Windows 11 x64 (build 26200),Asia/Shanghai,release_metadata/sessionInfo/sessionInfo_Figure_6.txt,Per-script environment snapshot for final figure generation: Figure_6.R.,Supporting per-figure environment snapshot; global figure-runner sessionInfo is the primary figure-generation environment record.
sessionInfo_Figure 7.txt,Figure generation,FIGURE_SCRIPT,SUPPLEMENTARY,Figure 7.R,2026/9/11,4.5.2 (2025-10-31 ucrt),x86_64-w64-mingw32/x64,Windows 11 x64 (build 26200),Asia/Shanghai,release_metadata/sessionInfo/sessionInfo_Figure 7.txt,Per-script environment snapshot for final figure generation: Figure 7.R.,Supporting per-figure environment snapshot; global figure-runner sessionInfo is the primary figure-generation environment record.
sessionInfo_Figure 8.txt,Figure generation,FIGURE_SCRIPT,SUPPLEMENTARY,Figure 8.R,2026/9/11,4.5.2 (2025-10-31 ucrt),x86_64-w64-mingw32/x64,Windows 11 x64 (build 26200),Asia/Shanghai,release_metadata/sessionInfo/sessionInfo_Figure 8.txt,Per-script environment snapshot for final figure generation: Figure 8.R.,Supporting per-figure environment snapshot; global figure-runner sessionInfo is the primary figure-generation environment record.
sessionInfo_Figure_9_Supplementary Figure S27_Supplementary Figure S28.txt,Figure generation,FIGURE_SCRIPT,SUPPLEMENTARY,Figure_9_Supplementary Figure S27_Supplementary Figure S28.R,2026/9/11,4.5.2 (2025-10-31 ucrt),x86_64-w64-mingw32/x64,Windows 11 x64 (build 26200),Asia/Shanghai,release_metadata/sessionInfo/sessionInfo_Figure_9_Supplementary Figure S27_Supplementary Figure S28.txt,Per-script environment snapshot for final figure generation: Figure_9_Supplementary Figure S27_Supplementary Figure S28.R.,Supporting per-figure environment snapshot; global figure-runner sessionInfo is the primary figure-generation environment record.
sessionInfo_Supplementary Figure S2.txt,Figure generation,FIGURE_SCRIPT,SUPPLEMENTARY,Supplementary Figure S2.R,2026/9/11,4.5.2 (2025-10-31 ucrt),x86_64-w64-mingw32/x64,Windows 11 x64 (build 26200),Asia/Shanghai,release_metadata/sessionInfo/sessionInfo_Supplementary Figure S2.txt,Per-script environment snapshot for final figure generation: Supplementary Figure S2.R.,Supporting per-figure environment snapshot; global figure-runner sessionInfo is the primary figure-generation environment record.
sessionInfo_Supplementary Figure S3.txt,Figure generation,FIGURE_SCRIPT,SUPPLEMENTARY,Supplementary Figure S3.R,2026/9/11,4.5.2 (2025-10-31 ucrt),x86_64-w64-mingw32/x64,Windows 11 x64 (build 26200),Asia/Shanghai,release_metadata/sessionInfo/sessionInfo_Supplementary Figure S3.txt,Per-script environment snapshot for final figure generation: Supplementary Figure S3.R.,Supporting per-figure environment snapshot; global figure-runner sessionInfo is the primary figure-generation environment record.
sessionInfo_Supplementary Figure S4.txt,Figure generation,FIGURE_SCRIPT,SUPPLEMENTARY,Supplementary Figure S4.R,2026/9/11,4.5.2 (2025-10-31 ucrt),x86_64-w64-mingw32/x64,Windows 11 x64 (build 26200),Asia/Shanghai,release_metadata/sessionInfo/sessionInfo_Supplementary Figure S4.txt,Per-script environment snapshot for final figure generation: Supplementary Figure S4.R.,Supporting per-figure environment snapshot; global figure-runner sessionInfo is the primary figure-generation environment record.
sessionInfo_Supplementary Figure S5.txt,Figure generation,FIGURE_SCRIPT,SUPPLEMENTARY,Supplementary Figure S5.R,2026/9/11,4.5.2 (2025-10-31 ucrt),x86_64-w64-mingw32/x64,Windows 11 x64 (build 26200),Asia/Shanghai,release_metadata/sessionInfo/sessionInfo_Supplementary Figure S5.txt,Per-script environment snapshot for final figure generation: Supplementary Figure S5.R.,Supporting per-figure environment snapshot; global figure-runner sessionInfo is the primary figure-generation environment record.
sessionInfo_Supplementary Figure S6.txt,Figure generation,FIGURE_SCRIPT,SUPPLEMENTARY,Supplementary Figure S6.R,2026/9/11,4.5.2 (2025-10-31 ucrt),x86_64-w64-mingw32/x64,Windows 11 x64 (build 26200),Asia/Shanghai,release_metadata/sessionInfo/sessionInfo_Supplementary Figure S6.txt,Per-script environment snapshot for final figure generation: Supplementary Figure S6.R.,Supporting per-figure environment snapshot; global figure-runner sessionInfo is the primary figure-generation environment record.
sessionInfo_Supplementary Figure S7.txt,Figure generation,FIGURE_SCRIPT,SUPPLEMENTARY,Supplementary Figure S7.R,2026/9/11,4.5.2 (2025-10-31 ucrt),x86_64-w64-mingw32/x64,Windows 11 x64 (build 26200),Asia/Shanghai,release_metadata/sessionInfo/sessionInfo_Supplementary Figure S7.txt,Per-script environment snapshot for final figure generation: Supplementary Figure S7.R.,Supporting per-figure environment snapshot; global figure-runner sessionInfo is the primary figure-generation environment record.
sessionInfo_Supplementary Figure S8.txt,Figure generation,FIGURE_SCRIPT,SUPPLEMENTARY,Supplementary Figure S8.R,2026/9/11,4.5.2 (2025-10-31 ucrt),x86_64-w64-mingw32/x64,Windows 11 x64 (build 26200),Asia/Shanghai,release_metadata/sessionInfo/sessionInfo_Supplementary Figure S8.txt,Per-script environment snapshot for final figure generation: Supplementary Figure S8.R.,Supporting per-figure environment snapshot; global figure-runner sessionInfo is the primary figure-generation environment record.
sessionInfo_Supplementary Figure S9.txt,Figure generation,FIGURE_SCRIPT,SUPPLEMENTARY,Supplementary Figure S9.R,2026/9/11,4.5.2 (2025-10-31 ucrt),x86_64-w64-mingw32/x64,Windows 11 x64 (build 26200),Asia/Shanghai,release_metadata/sessionInfo/sessionInfo_Supplementary Figure S9.txt,Per-script environment snapshot for final figure generation: Supplementary Figure S9.R.,Supporting per-figure environment snapshot; global figure-runner sessionInfo is the primary figure-generation environment record.
sessionInfo_Supplementary Figure S10.txt,Figure generation,FIGURE_SCRIPT,SUPPLEMENTARY,Supplementary Figure S10.R,2026/9/11,4.5.2 (2025-10-31 ucrt),x86_64-w64-mingw32/x64,Windows 11 x64 (build 26200),Asia/Shanghai,release_metadata/sessionInfo/sessionInfo_Supplementary Figure S10.txt,Per-script environment snapshot for final figure generation: Supplementary Figure S10.R.,Supporting per-figure environment snapshot; global figure-runner sessionInfo is the primary figure-generation environment record.
sessionInfo_Supplementary Figure S11.txt,Figure generation,FIGURE_SCRIPT,SUPPLEMENTARY,Supplementary Figure S11.R,2026/9/11,4.5.2 (2025-10-31 ucrt),x86_64-w64-mingw32/x64,Windows 11 x64 (build 26200),Asia/Shanghai,release_metadata/sessionInfo/sessionInfo_Supplementary Figure S11.txt,Per-script environment snapshot for final figure generation: Supplementary Figure S11.R.,Supporting per-figure environment snapshot; global figure-runner sessionInfo is the primary figure-generation environment record.
sessionInfo_Supplementary Figure S12.txt,Figure generation,FIGURE_SCRIPT,SUPPLEMENTARY,Supplementary Figure S12.R,2026/9/11,4.5.2 (2025-10-31 ucrt),x86_64-w64-mingw32/x64,Windows 11 x64 (build 26200),Asia/Shanghai,release_metadata/sessionInfo/sessionInfo_Supplementary Figure S12.txt,Per-script environment snapshot for final figure generation: Supplementary Figure S12.R.,Supporting per-figure environment snapshot; global figure-runner sessionInfo is the primary figure-generation environment record.
sessionInfo_Supplementary Figure S13.txt,Figure generation,FIGURE_SCRIPT,SUPPLEMENTARY,Supplementary Figure S13.R,2026/9/11,4.5.2 (2025-10-31 ucrt),x86_64-w64-mingw32/x64,Windows 11 x64 (build 26200),Asia/Shanghai,release_metadata/sessionInfo/sessionInfo_Supplementary Figure S13.txt,Per-script environment snapshot for final figure generation: Supplementary Figure S13.R.,Supporting per-figure environment snapshot; global figure-runner sessionInfo is the primary figure-generation environment record.
sessionInfo_Supplementary Figure S14.txt,Figure generation,FIGURE_SCRIPT,SUPPLEMENTARY,Supplementary Figure S14.R,2026/9/11,4.5.2 (2025-10-31 ucrt),x86_64-w64-mingw32/x64,Windows 11 x64 (build 26200),Asia/Shanghai,release_metadata/sessionInfo/sessionInfo_Supplementary Figure S14.txt,Per-script environment snapshot for final figure generation: Supplementary Figure S14.R.,Supporting per-figure environment snapshot; global figure-runner sessionInfo is the primary figure-generation environment record.
sessionInfo_Supplementary Figure S15.txt,Figure generation,FIGURE_SCRIPT,SUPPLEMENTARY,Supplementary Figure S15.R,2026/9/11,4.5.2 (2025-10-31 ucrt),x86_64-w64-mingw32/x64,Windows 11 x64 (build 26200),Asia/Shanghai,release_metadata/sessionInfo/sessionInfo_Supplementary Figure S15.txt,Per-script environment snapshot for final figure generation: Supplementary Figure S15.R.,Supporting per-figure environment snapshot; global figure-runner sessionInfo is the primary figure-generation environment record.
sessionInfo_Supplementary Figure S16.txt,Figure generation,FIGURE_SCRIPT,SUPPLEMENTARY,Supplementary Figure S16.R,2026/9/11,4.5.2 (2025-10-31 ucrt),x86_64-w64-mingw32/x64,Windows 11 x64 (build 26200),Asia/Shanghai,release_metadata/sessionInfo/sessionInfo_Supplementary Figure S16.txt,Per-script environment snapshot for final figure generation: Supplementary Figure S16.R.,Supporting per-figure environment snapshot; global figure-runner sessionInfo is the primary figure-generation environment record.
sessionInfo_Supplementary Figure S17.txt,Figure generation,FIGURE_SCRIPT,SUPPLEMENTARY,Supplementary Figure S17.R,2026/9/11,4.5.2 (2025-10-31 ucrt),x86_64-w64-mingw32/x64,Windows 11 x64 (build 26200),Asia/Shanghai,release_metadata/sessionInfo/sessionInfo_Supplementary Figure S17.txt,Per-script environment snapshot for final figure generation: Supplementary Figure S17.R.,Supporting per-figure environment snapshot; global figure-runner sessionInfo is the primary figure-generation environment record.
sessionInfo_Supplementary Figure S18.txt,Figure generation,FIGURE_SCRIPT,SUPPLEMENTARY,Supplementary Figure S18.R,2026/9/11,4.5.2 (2025-10-31 ucrt),x86_64-w64-mingw32/x64,Windows 11 x64 (build 26200),Asia/Shanghai,release_metadata/sessionInfo/sessionInfo_Supplementary Figure S18.txt,Per-script environment snapshot for final figure generation: Supplementary Figure S18.R.,Supporting per-figure environment snapshot; global figure-runner sessionInfo is the primary figure-generation environment record.
sessionInfo_Supplementary Figure S19.txt,Figure generation,FIGURE_SCRIPT,SUPPLEMENTARY,Supplementary Figure S19.R,2026/9/11,4.5.2 (2025-10-31 ucrt),x86_64-w64-mingw32/x64,Windows 11 x64 (build 26200),Asia/Shanghai,release_metadata/sessionInfo/sessionInfo_Supplementary Figure S19.txt,Per-script environment snapshot for final figure generation: Supplementary Figure S19.R.,Supporting per-figure environment snapshot; global figure-runner sessionInfo is the primary figure-generation environment record.
sessionInfo_Supplementary Figure S20.txt,Figure generation,FIGURE_SCRIPT,SUPPLEMENTARY,Supplementary Figure S20.R,2026/9/11,4.5.2 (2025-10-31 ucrt),x86_64-w64-mingw32/x64,Windows 11 x64 (build 26200),Asia/Shanghai,release_metadata/sessionInfo/sessionInfo_Supplementary Figure S20.txt,Per-script environment snapshot for final figure generation: Supplementary Figure S20.R.,Supporting per-figure environment snapshot; global figure-runner sessionInfo is the primary figure-generation environment record.
sessionInfo_Supplementary Figure S21.txt,Figure generation,FIGURE_SCRIPT,SUPPLEMENTARY,Supplementary Figure S21.R,2026/9/11,4.5.2 (2025-10-31 ucrt),x86_64-w64-mingw32/x64,Windows 11 x64 (build 26200),Asia/Shanghai,release_metadata/sessionInfo/sessionInfo_Supplementary Figure S21.txt,Per-script environment snapshot for final figure generation: Supplementary Figure S21.R.,Supporting per-figure environment snapshot; global figure-runner sessionInfo is the primary figure-generation environment record.
sessionInfo_Supplementary Figure S22.txt,Figure generation,FIGURE_SCRIPT,SUPPLEMENTARY,Supplementary Figure S22.R,2026/9/11,4.5.2 (2025-10-31 ucrt),x86_64-w64-mingw32/x64,Windows 11 x64 (build 26200),Asia/Shanghai,release_metadata/sessionInfo/sessionInfo_Supplementary Figure S22.txt,Per-script environment snapshot for final figure generation: Supplementary Figure S22.R.,Supporting per-figure environment snapshot; global figure-runner sessionInfo is the primary figure-generation environment record.
sessionInfo_Supplementary Figure S23.txt,Figure generation,FIGURE_SCRIPT,SUPPLEMENTARY,Supplementary Figure S23.R,2026/9/11,4.5.2 (2025-10-31 ucrt),x86_64-w64-mingw32/x64,Windows 11 x64 (build 26200),Asia/Shanghai,release_metadata/sessionInfo/sessionInfo_Supplementary Figure S23.txt,Per-script environment snapshot for final figure generation: Supplementary Figure S23.R.,Supporting per-figure environment snapshot; global figure-runner sessionInfo is the primary figure-generation environment record.
sessionInfo_Supplementary Figure S24.txt,Figure generation,FIGURE_SCRIPT,SUPPLEMENTARY,Supplementary Figure S24.R,2026/9/11,4.5.2 (2025-10-31 ucrt),x86_64-w64-mingw32/x64,Windows 11 x64 (build 26200),Asia/Shanghai,release_metadata/sessionInfo/sessionInfo_Supplementary Figure S24.txt,Per-script environment snapshot for final figure generation: Supplementary Figure S24.R.,Supporting per-figure environment snapshot; global figure-runner sessionInfo is the primary figure-generation environment record.
sessionInfo_Supplementary Figure S25.txt,Figure generation,FIGURE_SCRIPT,SUPPLEMENTARY,Supplementary Figure S25.R,2026/9/11,4.5.2 (2025-10-31 ucrt),x86_64-w64-mingw32/x64,Windows 11 x64 (build 26200),Asia/Shanghai,release_metadata/sessionInfo/sessionInfo_Supplementary Figure S25.txt,Per-script environment snapshot for final figure generation: Supplementary Figure S25.R.,Supporting per-figure environment snapshot; global figure-runner sessionInfo is the primary figure-generation environment record.
sessionInfo_Supplementary Figure S26.txt,Figure generation,FIGURE_SCRIPT,SUPPLEMENTARY,Supplementary Figure S26.R,2026/9/11,4.5.2 (2025-10-31 ucrt),x86_64-w64-mingw32/x64,Windows 11 x64 (build 26200),Asia/Shanghai,release_metadata/sessionInfo/sessionInfo_Supplementary Figure S26.txt,Per-script environment snapshot for final figure generation: Supplementary Figure S26.R.,Supporting per-figure environment snapshot; global figure-runner sessionInfo is the primary figure-generation environment record.
sessionInfo_Supplementary Figure S29.txt,Figure generation,FIGURE_SCRIPT,SUPPLEMENTARY,Supplementary Figure S29.R,2026/9/11,4.5.2 (2025-10-31 ucrt),x86_64-w64-mingw32/x64,Windows 11 x64 (build 26200),Asia/Shanghai,release_metadata/sessionInfo/sessionInfo_Supplementary Figure S29.txt,Per-script environment snapshot for final figure generation: Supplementary Figure S29.R.,Supporting per-figure environment snapshot; global figure-runner sessionInfo is the primary figure-generation environment record.
